operation,path,method,url,help_url
RestoreDeletedCase,/RestoreDeletedCase,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/RestoreDeletedCase,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/RestoreDeletedCase
RestoreDeletedDocument,/RestoreDeletedDocument,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/RestoreDeletedDocument,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/RestoreDeletedDocument
RevertEditedOfficeDocumentsInCloud,/RevertEditedOfficeDocumentsInCloud,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/RevertEditedOfficeDocumentsInCloud,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/RevertEditedOfficeDocumentsInCloud
RevokePasskey,/RevokePasskey,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/RevokePasskey,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/RevokePasskey
RevokeSharedLink,/RevokeSharedLink,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/RevokeSharedLink,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/RevokeSharedLink
SaveCaseIndexData,/SaveCaseIndexData,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveCaseIndexData,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveCaseIndexData
SaveCaseIndexDataQuick,/SaveCaseIndexDataQuick,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveCaseIndexDataQuick,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveCaseIndexDataQuick
SaveDashboard,/SaveDashboard,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveDashboard,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveDashboard
SaveDocumentIndexData,/SaveDocumentIndexData,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveDocumentIndexData,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveDocumentIndexData
SaveDocumentIndexDataQuick,/SaveDocumentIndexDataQuick,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveDocumentIndexDataQuick,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveDocumentIndexDataQuick
SaveEForm,/SaveEForm,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveEForm,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveEForm
SaveEFormDefaultSubmission,/SaveEFormDefaultSubmission,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveEFormDefaultSubmission,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveEFormDefaultSubmission
SaveEFormDraft,/SaveEFormDraft,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveEFormDraft,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveEFormDraft
SaveFolder,/SaveFolder,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveFolder,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveFolder
SaveOutOfOfficeInfoForUser,/SaveOutOfOfficeInfoForUser,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveOutOfOfficeInfoForUser,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveOutOfOfficeInfoForUser
SaveOutOfOfficeInfoForUserList,/SaveOutOfOfficeInfoForUserList,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveOutOfOfficeInfoForUserList,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveOutOfOfficeInfoForUserList
SavePortalUser,/SavePortalUser,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SavePortalUser,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SavePortalUser
SaveUserDashboards,/SaveUserDashboards,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveUserDashboards,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveUserDashboards
SaveUserFavorites,/SaveUserFavorites,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SaveUserFavorites,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SaveUserFavorites
SearchEFormSubmission,/SearchEFormSubmission,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SearchEFormSubmission,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SearchEFormSubmission
SetChecklistItemWorkflow,/SetChecklistItemWorkflow,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SetChecklistItemWorkflow,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SetChecklistItemWorkflow
SetParentFolder,/SetParentFolder,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SetParentFolder,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SetParentFolder
SetPermissions,/SetPermissions,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SetPermissions,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SetPermissions
SetTaskStatus,/SetTaskStatus,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SetTaskStatus,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SetTaskStatus
SetTextInfoWorkflow,/SetTextInfoWorkflow,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SetTextInfoWorkflow,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SetTextInfoWorkflow
SetUserPassword,/SetUserPassword,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SetUserPassword,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SetUserPassword
SetUserSettingInt,/SetUserSettingInt,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SetUserSettingInt,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SetUserSettingInt
SetUserSettings,/SetUserSettings,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SetUserSettings,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SetUserSettings
SetUserSettingString,/SetUserSettingString,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SetUserSettingString,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SetUserSettingString
SignOut,/SignOut,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SignOut,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SignOut
StartCreateDocumentBatch,/StartCreateDocumentBatch,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/StartCreateDocumentBatch,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/StartCreateDocumentBatch
StartSearchSession,/StartSearchSession,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/StartSearchSession,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/StartSearchSession
StartTask,/StartTask,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/StartTask,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/StartTask
StartTask2,/StartTask2,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/StartTask2,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/StartTask2
StartUpdateDocumentBatch,/StartUpdateDocumentBatch,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/StartUpdateDocumentBatch,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/StartUpdateDocumentBatch
StartViewingSession,/StartViewingSession,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/StartViewingSession,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/StartViewingSession
StartWorkflowInstance,/StartWorkflowInstance,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/StartWorkflowInstance,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/StartWorkflowInstance
StopViewingSession,/StopViewingSession,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/StopViewingSession,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/StopViewingSession
SubmitCreateDocumentBatch,/SubmitCreateDocumentBatch,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SubmitCreateDocumentBatch,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SubmitCreateDocumentBatch
SubmitEForm,/SubmitEForm,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SubmitEForm,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SubmitEForm
SubmitUpdateDocumentBatch,/SubmitUpdateDocumentBatch,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SubmitUpdateDocumentBatch,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SubmitUpdateDocumentBatch
SyncReferencedWebService,/SyncReferencedWebService,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/SyncReferencedWebService,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/SyncReferencedWebService
TestCheckOutDocument,/TestCheckOutDocument,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/TestCheckOutDocument,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/TestCheckOutDocument
UndoCheckOutDocument,/UndoCheckOutDocument,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UndoCheckOutDocument,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UndoCheckOutDocument
UnlinkCases,/UnlinkCases,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UnlinkCases,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UnlinkCases
UnlinkDocAndWFInstance,/UnlinkDocAndWFInstance,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UnlinkDocAndWFInstance,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UnlinkDocAndWFInstance
UnlinkDocuments,/UnlinkDocuments,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UnlinkDocuments,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UnlinkDocuments
UpdateDictionaryKeyword,/UpdateDictionaryKeyword,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateDictionaryKeyword,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateDictionaryKeyword
UpdateDocument,/UpdateDocument,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateDocument,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateDocument
UpdateDocument2,/UpdateDocument2,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateDocument2,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateDocument2
UpdateQuery,/UpdateQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateQuery
UpdateRole,/UpdateRole,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateRole,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateRole
UpdateRoleAssignments,/UpdateRoleAssignments,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateRoleAssignments,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateRoleAssignments
UpdateSharedLink,/UpdateSharedLink,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateSharedLink,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateSharedLink
UpdateTask,/UpdateTask,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateTask,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateTask
UpdateTask2,/UpdateTask2,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateTask2,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateTask2
UpdateTaskComment,/UpdateTaskComment,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateTaskComment,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateTaskComment
UpdateUserGroupAssignment,/UpdateUserGroupAssignment,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UpdateUserGroupAssignment,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UpdateUserGroupAssignment
UploadDocStreamToBatch,/UploadDocStreamToBatch,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UploadDocStreamToBatch,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UploadDocStreamToBatch
UploadEFormFile,/UploadEFormFile,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UploadEFormFile,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UploadEFormFile
UploadSessionAppendChunkRaw,/UploadSessionAppendChunkRaw,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UploadSessionAppendChunkRaw,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UploadSessionAppendChunkRaw
UploadSessionStart,/UploadSessionStart,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/UploadSessionStart,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/UploadSessionStart
ValidateFields,/ValidateFields,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ValidateFields,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ValidateFields
ValidateKeywords,/ValidateKeywords,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ValidateKeywords,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ValidateKeywords
VerifyReCaptchaToken,/VerifyReCaptchaToken,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/VerifyReCaptchaToken,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/VerifyReCaptchaToken
WaitForMfaConfirmation,/WaitForMfaConfirmation,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/WaitForMfaConfirmation,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/WaitForMfaConfirmation
WriteOperationToLog,/WriteOperationToLog,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/WriteOperationToLog,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/WriteOperationToLog
{STREAMNO},{tenant}/documents/{docNo}/{versionNo}/streams/{streamNo},GET,https://craigdemo.thereforeonline.com/theservice/v0001/restun/{TENANT}/documents/{DOCNO}/{VERSIONNO}/streams/{STREAMNO},https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/GetDocumentStreamFile
?reason={RETRIEVEREASON},{tenant}/documents/{docNo}/{versionNo}/streams/{streamNo}/,GET,https://craigdemo.thereforeonline.com/theservice/v0001/restun/{TENANT}/documents/{DOCNO}/{VERSIONNO}/streams/{STREAMNO}/?reason={RETRIEVEREASON},https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/GetDocumentStreamFile2
{SCODE},Confirm2FACode/{sReqId}/{sCode},GET,https://craigdemo.thereforeonline.com/theservice/v0001/restun/Confirm2FACode/{SREQID}/{SCODE},https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/Confirm2FACode2
{STENANT},Confirm2FACode/{sReqId}/{sCode}/{sTenant},GET,https://craigdemo.thereforeonline.com/theservice/v0001/restun/Confirm2FACode/{SREQID}/{SCODE}/{STENANT},https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/Confirm2FACode
GetSystemCustomerId,GetSystemCustomerId,GET,https://craigdemo.thereforeonline.com/theservice/v0001/restun/GetSystemCustomerId,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/GetSystemCustomerId
{SFILEID},GetUploadedEFormFile/{sTenant}/{sFileId},GET,https://craigdemo.thereforeonline.com/theservice/v0001/restun/GetUploadedEFormFile/{STENANT}/{SFILEID},https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/GetUploadedEFormFile
HealthCheck,HealthCheck,GET,https://craigdemo.thereforeonline.com/theservice/v0001/restun/HealthCheck,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/HealthCheck
